iter	Accuracy_SumError	Accuracy_SumWeight	Logloss_SumError	Logloss_SumWeight
818	3233	3876	1340.898719	3876
819	3233	3876	1340.684964	3876
820	3233	3876	1340.655494	3876
821	3233	3876	1340.620352	3876
822	3233	3876	1340.582848	3876
823	3233	3876	1340.553005	3876
824	3233	3876	1340.620887	3876
825	3233	3876	1340.435036	3876
826	3233	3876	1340.456412	3876
827	3233	3876	1340.43202	3876
828	3233	3876	1340.411556	3876
829	3233	3876	1340.427521	3876
830	3233	3876	1340.465509	3876
831	3233	3876	1340.44951	3876
832	3233	3876	1340.419777	3876
833	3233	3876	1340.407211	3876
834	3232	3876	1340.21322	3876
